True,1.74849796295,Hybrid,0.75,Sinusoid,5,EV,1.0,Sinusoid,5
True,0.515475988388,Hybrid,0.8,Sinusoid,5,EV,1.0,Sinusoid,5
False,0.507523059845,Hybrid,0.85,Sinusoid,5,EV,1.0,Sinusoid,5
True,0.46361207962,Hybrid,0.75,Sinusoid,5,UFM,1.0,Sinusoid,5
True,0.399655103683,Hybrid,0.8,Sinusoid,5,UFM,1.0,Sinusoid,5
False,0.511627912521,Hybrid,0.85,Sinusoid,5,UFM,1.0,Sinusoid,5
True,0.513340950012,UFM,0.75,Sinusoid,5,Hybrid,1.0,Sinusoid,5
True,0.580685138702,UFM,0.8,Sinusoid,5,Hybrid,1.0,Sinusoid,5
False,0.615706920624,UFM,0.85,Sinusoid,5,Hybrid,1.0,Sinusoid,5
True,0.689332962036,EV,0.75,Sinusoid,5,Hybrid,1.0,Sinusoid,5
True,0.58976316452,EV,0.8,Sinusoid,5,Hybrid,1.0,Sinusoid,5
False,0.575662851334,EV,0.85,Sinusoid,5,Hybrid,1.0,Sinusoid,5
